COURSECODE,COURSENAME,REPDAY,STARTHOUR,STARTMIN,ENDHOUR,ENDMIN,LOCATION,NEWNAME
CIVE10002,Thin-Walled Members and Stability 4,Thursday,12,10,13,00,No Location Data Available,
CIVE10002,Thin-Walled Members and Stability 4,Thursday,11,10,12,00,No Location Data Available,
CIVE10002,Thin-Walled Members and Stability 4,Thursday,09,00,10,50,No Location Data Available,
HIAR10104,Dada and Surrealism: The Shattered Subject,Monday,16,10,18,00,No Location Data Available,
HIAR10104,Dada and Surrealism: The Shattered Subject,Monday,16,10,18,00,No Location Data Available,
INFR08009,Informatics 2B - Algorithms Data Structures Learning,Friday,16,10,17,00,Central,
INFR08009,Informatics 2B - Algorithms Data Structures Learning,Tuesday,16,10,17,00,Central,
INFR08009,Informatics 2B - Algorithms Data Structures Learning,Thursday,16,10,17,00,Central,
BUST08010,Managing Employment Relations,Thursday,14,10,15,00,Central,
BUST08010,Managing Employment Relations,Monday,14,10,15,00,Central,
EASC09045,Environmental Techniques and Applications,Tuesday,09,00,09,50,No Location Data Available,
EASC09045,Environmental Techniques and Applications,Tuesday,09,00,12,00,No Location Data Available,
EASC09045,Environmental Techniques and Applications,Thursday,09,00,12,00,No Location Data Available,
PHIL08016,Greats: From Plato to the Enlightenment,Friday,10,00,10,50,No Location Data Available,
PHIL08016,Greats: From Plato to the Enlightenment,Wednesday,10,00,10,50,No Location Data Available,
PHIL08016,Greats: From Plato to the Enlightenment,Monday,10,00,10,50,No Location Data Available,
INFR08010,Informatics 2D - Reasoning and Agents,Thursday,15,00,15,50,Central,
INFR08010,Informatics 2D - Reasoning and Agents,Tuesday,15,00,15,50,Central,
INFR08010,Informatics 2D - Reasoning and Agents,Friday,15,00,15,50,Central,
BIME09007,Brain and Behaviour 3,Friday,09,00,09,50,No Location Data Available,
BIME09007,Brain and Behaviour 3,Tuesday,10,00,12,00,No Location Data Available,
BIME09007,Brain and Behaviour 3,Tuesday,09,00,09,50,No Location Data Available,
BIME09007,Brain and Behaviour 3,Friday,10,00,12,00,No Location Data Available,
LATI10006,Early Virgil,Wednesday,12,10,13,00,No Location Data Available,
LATI10006,Early Virgil,Friday,12,10,13,00,No Location Data Available,
LATI10006,Early Virgil,Wednesday,12,10,13,00,No Location Data Available,
LATI10006,Early Virgil,Friday,12,10,13,00,No Location Data Available,
INFR10025,Text Technologies (Level 10),Monday,12,10,13,00,Central,
INFR10025,Text Technologies (Level 10),Monday,12,10,13,00,Central,
INFR10025,Text Technologies (Level 10),Thursday,12,10,13,00,Central,
INFR10025,Text Technologies (Level 10),Thursday,12,10,13,00,Central,
BILG08005,Evolution in Action 2,Tuesday,11,10,12,00,Kings Buildings,
BILG08005,Evolution in Action 2,Monday,11,10,12,00,Kings Buildings,
BILG08005,Evolution in Action 2,Tuesday,14,00,17,00,Kings Buildings,
BILG08005,Evolution in Action 2,Friday,14,00,17,00,Kings Buildings,
BILG08005,Evolution in Action 2,Thursday,11,10,12,00,Kings Buildings,
IMES10004,Classical Arabic Literature,Monday,16,10,18,00,No Location Data Available,
IMES10004,Classical Arabic Literature,Thursday,16,10,18,00,No Location Data Available,
BILG09003,Parasite Biology 3,Monday,09,00,09,50,Kings Buildings,
BILG09003,Parasite Biology 3,Thursday,09,00,09,50,Kings Buildings,
BILG09003,Parasite Biology 3,Thursday,10,00,13,00,Kings Buildings,
BILG09003,Parasite Biology 3,Monday,10,00,13,00,Kings Buildings,
ECSH08041,Social History 2.2: The Making of the Modern Body,Thursday,11,10,12,00,Central,
ECSH08041,Social History 2.2: The Making of the Modern Body,Monday,11,10,12,00,Central,
ECSH08041,Social History 2.2: The Making of the Modern Body,Wednesday,11,10,12,00,Central,
CHEM11027,Techniques and Concepts in Inorganic Chemistry Level 11,Tuesday,09,00,09,50,Kings Buildings,
CHEM11027,Techniques and Concepts in Inorganic Chemistry Level 11,Wednesday,09,00,09,50,Kings Buildings,
CHEM11027,Techniques and Concepts in Inorganic Chemistry Level 11,Friday,09,00,09,50,Kings Buildings,
BILG09013,Molecular Microbiology 3,Monday,14,00,17,00,Kings Buildings,
BILG09013,Molecular Microbiology 3,Monday,13,30,15,30,Kings Buildings,
BILG09013,Molecular Microbiology 3,Thursday,14,00,17,00,Kings Buildings,
BILG09013,Molecular Microbiology 3,Thursday,13,30,15,30,Kings Buildings,
ELCH10022,Portuguese Language for Combined Honours Degrees with Portuguese as a Named Component,Thursday,11,10,12,00,No Location Data Available,
ELCH10022,Portuguese Language for Combined Honours Degrees with Portuguese as a Named Component,Tuesday,11,10,12,00,No Location Data Available,
ENLI10199,Falling in Love in the Middle Ages,Tuesday,14,00,15,50,No Location Data Available,
ENLI10199,Falling in Love in the Middle Ages,Tuesday,14,00,15,50,No Location Data Available,
SPRT08009,Sport and Recreation: Organisational Behaviour and Financial Management 1B,Thursday,11,10,13,00,Central,
SPRT08009,Sport and Recreation: Organisational Behaviour and Financial Management 1B,Monday,11,10,13,00,Central,
GEGR10102,Encountering Cities,Tuesday,14,00,15,50,No Location Data Available,
GEGR10102,Encountering Cities,Tuesday,16,10,18,00,No Location Data Available,
INFR08020,Informatics 1 - Cognitive Science,Tuesday,14,00,14,50,No Location Data Available,
INFR08020,Informatics 1 - Cognitive Science,Friday,15,00,15,50,No Location Data Available,
INFR08020,Informatics 1 - Cognitive Science,Thursday,14,00,14,50,No Location Data Available,
ACCN10026,Behavioural Finance and Market Efficiency,Tuesday,09,00,10,50,No Location Data Available,
ACCN10026,Behavioural Finance and Market Efficiency,Tuesday,09,00,10,50,No Location Data Available,
ENLI10290,Chaucerian Romance,Tuesday,14,00,15,50,No Location Data Available,
ENLI10290,Chaucerian Romance,Tuesday,14,00,15,50,No Location Data Available,
ELCF08003,Literature and Culture in Medieval Europe,Friday,11,10,12,00,Central,
ELCF08003,Literature and Culture in Medieval Europe,Tuesday,15,00,15,50,Central,
ELCH08007,Culture and Society in the Portuguese Speaking World,Tuesday,15,00,17,00,No Location Data Available,
ELCH08007,Culture and Society in the Portuguese Speaking World,Friday,14,00,15,50,No Location Data Available,
LAWS08104,Civil Law Ordinary,Wednesday,11,10,12,00,Central,
LAWS08104,Civil Law Ordinary,Tuesday,11,10,12,00,Central,
BUST08015,Innovation and Entrepreneurship,Tuesday,14,10,15,00,No Location Data Available,
BUST08015,Innovation and Entrepreneurship,Friday,14,10,15,00,No Location Data Available,
BIST08014,Introducing New Testament Greek,Thursday,10,00,10,50,No Location Data Available,
BIST08014,Introducing New Testament Greek,Monday,10,00,10,50,No Location Data Available,
BIST08014,Introducing New Testament Greek,Tuesday,10,00,10,50,No Location Data Available,
BIST08014,Introducing New Testament Greek,Friday,10,00,10,50,No Location Data Available,
ELCS08028,Norwegian 1,Tuesday,17,10,18,00,No Location Data Available,
ELCS08028,Norwegian 1,Thursday,17,10,18,00,No Location Data Available,
ELCS08028,Norwegian 1,Monday,17,10,18,00,No Location Data Available,
INFR09006,Algorithms and Data Structures,Friday,10,00,10,50,Central,
INFR09006,Algorithms and Data Structures,Tuesday,10,00,10,50,Central,
INFR09006,Algorithms and Data Structures,Tuesday,10,00,10,50,Central,
INFR09006,Algorithms and Data Structures,Friday,10,00,10,50,Central,
ELCS08030,Norwegian 1 (VS1),Thursday,17,10,18,00,No Location Data Available,
ELCS08030,Norwegian 1 (VS1),Monday,17,10,18,00,No Location Data Available,
ELCS08030,Norwegian 1 (VS1),Tuesday,17,10,18,00,No Location Data Available,
BUST10032,Investment and Securities Markets,Thursday,15,00,17,00,Central,
BUST10032,Investment and Securities Markets,Thursday,15,00,17,00,Central,
MATH08064,Fundamentals of Pure Mathematics,Friday,12,10,13,00,No Location Data Available,
MATH08064,Fundamentals of Pure Mathematics,Thursday,11,10,12,00,Kings Buildings,
MATH08064,Fundamentals of Pure Mathematics,Thursday,12,10,13,00,Kings Buildings,
MATH08064,Fundamentals of Pure Mathematics,Monday,12,10,13,00,No Location Data Available,
MATH08064,Fundamentals of Pure Mathematics,Wednesday,12,10,13,00,No Location Data Available,
MATH08064,Fundamentals of Pure Mathematics,Tuesday,12,10,13,00,No Location Data Available,
LASC10018,Simulating Language,Friday,14,10,15,00,Central,
LASC10018,Simulating Language,Monday,14,10,15,00,Central,
LASC10018,Simulating Language,Thursday,14,10,15,00,Central,
MATH09022,Statistics (Yr 3),Monday,14,10,15,00,No Location Data Available,
MATH09022,Statistics (Yr 3),Thursday,15,00,15,50,Kings Buildings,
MATH09022,Statistics (Yr 3),Friday,09,00,09,50,Kings Buildings,
MATH09022,Statistics (Yr 3),Friday,09,00,09,50,Kings Buildings,
MATH09022,Statistics (Yr 3),Thursday,16,10,17,00,Kings Buildings,
MATH09022,Statistics (Yr 3),Thursday,14,10,15,00,No Location Data Available,
ASST08027,Japanese 2B (VS1),Thursday,12,10,13,00,Central,
ASST08027,Japanese 2B (VS1),Wednesday,12,10,13,00,Central,
ASST08027,Japanese 2B (VS1),Tuesday,12,10,13,00,Central,
ASST08027,Japanese 2B (VS1),Monday,12,10,13,00,Central,
MLBI10009,Gene Expression,Thursday,11,10,12,00,Kings Buildings,
MLBI10009,Gene Expression,Thursday,09,00,09,50,Kings Buildings,
ELCH08013,Portuguese Language 2,Thursday,10,00,10,50,Central,
ELCH08013,Portuguese Language 2,Wednesday,10,00,10,50,Central,
ELCH08013,Portuguese Language 2,Tuesday,10,00,10,50,No Location Data Available,
HIST08017,American History 2 (VS1),Tuesday,14,10,15,00,Central,
HIST08017,American History 2 (VS1),Monday,14,10,15,00,Central,
HIST08017,American History 2 (VS1),Thursday,14,10,15,00,Central,
INFR10023,Compiler Optimisation (Level 10),Thursday,10,00,10,50,Central,
INFR10023,Compiler Optimisation (Level 10),Monday,10,00,10,50,Central,
EASC09003,Hydrocarbons,Wednesday,10,00,12,00,Kings Buildings,
EASC09003,Hydrocarbons,Wednesday,09,00,09,50,Kings Buildings,
INFR09009,Computer Architecture,Thursday,10,00,10,50,Central,
INFR09009,Computer Architecture,Monday,10,00,10,50,Central,
MATH08069,Mathematics for Science and Engineering 2a,Monday,10,00,10,50,No Location Data Available,
MATH08069,Mathematics for Science and Engineering 2a,Tuesday,10,00,10,50,Kings Buildings,
MATH08069,Mathematics for Science and Engineering 2a,Tuesday,09,00,09,50,Kings Buildings,
MATH08069,Mathematics for Science and Engineering 2a,Thursday,10,00,10,50,No Location Data Available,
HIST10279,Gender and Sexuality in Early Modern Europe,Friday,14,10,16,00,No Location Data Available,
HIST10279,Gender and Sexuality in Early Modern Europe,Friday,14,10,16,00,No Location Data Available,
EASC09038,Geophysical Inverse Theory,Tuesday,12,10,13,00,No Location Data Available,
EASC09038,Geophysical Inverse Theory,Friday,12,10,13,00,No Location Data Available,
EASC08011,Natural  Hazards,Tuesday,12,10,13,00,Central,
EASC08011,Natural  Hazards,Friday,11,10,12,00,No Location Data Available,
EASC08011,Natural  Hazards,Friday,10,00,10,50,Central,
EASC08011,Natural  Hazards,Thursday,11,10,12,00,Central,
EASC08011,Natural  Hazards,Friday,09,00,09,50,Central,
EASC08011,Natural  Hazards,Thursday,10,00,10,50,Central,
BILG08009,The Dynamic Cell 2,Wednesday,14,00,17,00,Kings Buildings,
BILG08009,The Dynamic Cell 2,Wednesday,10,00,13,00,Kings Buildings,
BILG08009,The Dynamic Cell 2,Friday,10,00,10,50,Kings Buildings,
BILG08009,The Dynamic Cell 2,Wednesday,13,10,13,50,Kings Buildings,
BILG08009,The Dynamic Cell 2,Tuesday,10,00,10,50,Kings Buildings,
MUSI08011,Music 1A: Music in Social Contexts,Tuesday,15,00,15,50,Central,
MUSI08011,Music 1A: Music in Social Contexts,Friday,15,00,15,50,Central,
MUSI08011,Music 1A: Music in Social Contexts,Friday,15,00,15,50,Central,
MUSI08011,Music 1A: Music in Social Contexts,Tuesday,15,00,15,50,Central,
IMES08026,Arabic 1a,Thursday,14,00,14,50,Central,
IMES08026,Arabic 1a,Friday,14,00,14,50,Central,
IMES08026,Arabic 1a,Tuesday,14,00,14,50,Central,
IMES08026,Arabic 1a,Monday,14,00,14,50,Central,
CIVE09026,Water and Wastewater Systems 3,Monday,16,10,17,00,Kings Buildings,
CIVE09026,Water and Wastewater Systems 3,Monday,14,00,15,50,Kings Buildings,
CHEM09007,Chemistry 3P Practical and Transferable Skills,Wednesday,10,00,13,00,Kings Buildings,
CHEM09007,Chemistry 3P Practical and Transferable Skills,Monday,14,00,17,00,Kings Buildings,
CHEM09007,Chemistry 3P Practical and Transferable Skills,Friday,09,00,12,00,Kings Buildings,
CHEM09007,Chemistry 3P Practical and Transferable Skills,Thursday,14,00,17,00,Kings Buildings,
CHEM09007,Chemistry 3P Practical and Transferable Skills,Tuesday,14,00,17,00,Kings Buildings,
CHEM09007,Chemistry 3P Practical and Transferable Skills,Tuesday,09,00,12,00,Kings Buildings,
CHEM09007,Chemistry 3P Practical and Transferable Skills,Friday,14,00,17,00,Kings Buildings,
MATH08051,Statistics (Year 2),Monday,14,00,14,50,No Location Data Available,
MATH08051,Statistics (Year 2),Thursday,14,00,14,50,No Location Data Available,
MATH10049,Metric Spaces,Thursday,17,10,18,00,No Location Data Available,
MATH10049,Metric Spaces,Monday,16,10,17,00,No Location Data Available,
MATH10049,Metric Spaces,Thursday,16,10,17,00,No Location Data Available,
ENLI10090,Twentieth Century Feminist Fictions,Tuesday,14,00,15,50,Central,
ENLI10090,Twentieth Century Feminist Fictions,Tuesday,11,10,13,00,Central,
MECE10004,Fluid Mechanics (Mechanical) 4,Tuesday,11,10,12,00,Kings Buildings,
MECE10004,Fluid Mechanics (Mechanical) 4,Tuesday,12,10,13,00,No Location Data Available,
MECE10004,Fluid Mechanics (Mechanical) 4,Wednesday,09,00,09,50,Kings Buildings,
ECNM10022,Natural Resource and Environmental Economics,Friday,16,10,18,00,No Location Data Available,
ECNM10022,Natural Resource and Environmental Economics,Monday,09,00,10,50,No Location Data Available,
ECNM10022,Natural Resource and Environmental Economics,Friday,16,10,18,00,Central,
ECNM10022,Natural Resource and Environmental Economics,Monday,09,00,10,50,Central,
PHYS11040,Biological Physics,Monday,09,00,09,50,Kings Buildings,
PHYS11040,Biological Physics,Thursday,09,00,09,50,Kings Buildings,
ECNM10050,Topics in Economic Analysis 1,Wednesday,12,10,13,00,Central,
ECNM10050,Topics in Economic Analysis 1,Tuesday,12,10,13,00,Central,
ECNM10050,Topics in Economic Analysis 1,Tuesday,12,10,13,00,Central,
ECNM10050,Topics in Economic Analysis 1,Friday,12,10,13,00,Central,
ECNM10050,Topics in Economic Analysis 1,Wednesday,12,10,13,00,Central,
ECNM10050,Topics in Economic Analysis 1,Friday,12,10,13,00,Central,
EDUA08062,Introduction to Community Education,Thursday,13,10,14,50,Central,
EDUA08062,Introduction to Community Education,Tuesday,14,00,14,50,MH,
EDUA08062,Introduction to Community Education,Wednesday,10,00,10,50,MH,
PHYS10082,Subatomic Physics,Tuesday,10,00,10,50,No Location Data Available,
PHYS10082,Subatomic Physics,Friday,10,00,10,50,No Location Data Available,
PHYS10082,Subatomic Physics,Wednesday,11,10,12,00,Kings Buildings,
PHYS10082,Subatomic Physics,Wednesday,12,10,13,00,Kings Buildings,
PHYS10082,Subatomic Physics,Tuesday,10,00,10,50,Kings Buildings,
PHYS10082,Subatomic Physics,Friday,10,00,10,50,No Location Data Available,
PHYS10082,Subatomic Physics,Wednesday,11,10,12,00,Kings Buildings,
PHYS10082,Subatomic Physics,Wednesday,12,10,13,00,Kings Buildings,
ECNM10032,Economics of Strategic Behaviour 1,Wednesday,09,00,10,50,No Location Data Available,
ECNM10032,Economics of Strategic Behaviour 1,Wednesday,09,00,10,50,No Location Data Available,
BICH10013,Signal Transduction,Monday,09,00,10,50,Kings Buildings,
BICH10013,Signal Transduction,Thursday,09,00,10,50,Kings Buildings,
HIST10039,India 1700 - 1947: Raj Rebellion and Ryot,Tuesday,16,10,18,00,No Location Data Available,
HIST10039,India 1700 - 1947: Raj Rebellion and Ryot,Tuesday,16,10,18,00,No Location Data Available,
HIST10039,India 1700 - 1947: Raj Rebellion and Ryot,Tuesday,16,10,18,00,No Location Data Available,
MATH08068,Facets of Mathematics,Friday,10,00,10,50,No Location Data Available,
MATH08068,Facets of Mathematics,Tuesday,10,00,10,50,No Location Data Available,
PHYS08042,Linear Algebra and Several Variable Calculus,Tuesday,12,10,13,00,No Location Data Available,
PHYS08042,Linear Algebra and Several Variable Calculus,Friday,10,00,10,50,No Location Data Available,
PHYS08042,Linear Algebra and Several Variable Calculus,Tuesday,14,00,15,50,Kings Buildings,
PHYS08042,Linear Algebra and Several Variable Calculus,Friday,14,00,15,50,Kings Buildings,
MAEE10003,Operations Management 4,Thursday,14,00,15,50,Kings Buildings,
MAEE10003,Operations Management 4,Monday,10,00,10,50,Kings Buildings,
MATH08060,Mathematics for Science and Engineering 1a,Tuesday,12,10,13,00,No Location Data Available,
MATH08060,Mathematics for Science and Engineering 1a,Thursday,12,10,13,00,No Location Data Available,
MATH08060,Mathematics for Science and Engineering 1a,Wednesday,13,10,14,00,Central,
MATH08060,Mathematics for Science and Engineering 1a,Wednesday,10,00,10,50,Central,
MATH08060,Mathematics for Science and Engineering 1a,Wednesday,09,00,09,50,Central,
MATH08060,Mathematics for Science and Engineering 1a,Wednesday,11,10,12,00,Central,
MATH08060,Mathematics for Science and Engineering 1a,Monday,12,10,13,00,No Location Data Available,
MATH08060,Mathematics for Science and Engineering 1a,Wednesday,12,10,13,00,Central,
HIAR08010,History of Art 1A (VS1),Tuesday,17,10,18,00,Central,
HIAR08010,History of Art 1A (VS1),Monday,17,10,18,00,Central,
ELEE09024,Digital System Design 3,Monday,16,10,17,00,No Location Data Available,
ELEE09024,Digital System Design 3,Friday,11,10,12,00,No Location Data Available,
ELEE09024,Digital System Design 3,Friday,10,00,10,50,No Location Data Available,
ELEE09024,Digital System Design 3,Thursday,16,10,17,00,No Location Data Available,
LASC10041,Honours Foundation: Phonology & Phonetics,Friday,11,10,12,00,No Location Data Available,
LASC10041,Honours Foundation: Phonology & Phonetics,Thursday,11,10,12,00,No Location Data Available,
LASC10041,Honours Foundation: Phonology & Phonetics,Monday,11,10,12,00,No Location Data Available,
