COURSECODE,COURSENAME,REPDAY,STARTHOUR,STARTMIN,ENDHOUR,ENDMIN,LOCATION,NEWNAME
EASC09002,Structural Geology,Monday,09,00,09,50,No Location Data Available,
ENLI10175,Madness Sexuality and Subversion in Victorian Literature,Thursday,14,00,15,50,Central,
ENLI10175,Madness Sexuality and Subversion in Victorian Literature,Thursday,09,00,10,50,Central,
MATH10050,Jewels of Algebra,Wednesday,13,10,14,00,No Location Data Available,
MATH10050,Jewels of Algebra,Thursday,09,00,09,50,Kings Buildings,
MATH10050,Jewels of Algebra,Monday,09,00,09,50,Kings Buildings,
MATH10050,Jewels of Algebra,Thursday,09,00,09,50,No Location Data Available,
MATH10050,Jewels of Algebra,Monday,09,00,09,50,No Location Data Available,
MATH10050,Jewels of Algebra,Wednesday,09,00,09,50,No Location Data Available,
INFR08013,Informatics 1 - Functional Programming,Monday,14,00,14,50,Central,
INFR08013,Informatics 1 - Functional Programming,Tuesday,11,10,12,00,Central,
INFR10018,Human-Computer Interaction (Level 10),Thursday,11,10,12,00,No Location Data Available,
INFR10018,Human-Computer Interaction (Level 10),Monday,11,10,12,00,No Location Data Available,
INFR10018,Human-Computer Interaction (Level 10),Monday,11,10,12,00,Central,
INFR10018,Human-Computer Interaction (Level 10),Thursday,11,10,12,00,Central,
NUST08016,Healthy Communities 1,Monday,12,10,13,00,No Location Data Available,
NUST08016,Healthy Communities 1,Tuesday,12,10,13,00,No Location Data Available,
NUST08016,Healthy Communities 1,Thursday,09,00,09,50,Central,
NUST08016,Healthy Communities 1,Thursday,10,00,10,50,Central,
PHYS08045,Modern Physics,Thursday,10,00,12,00,Kings Buildings,
PHYS08045,Modern Physics,Wednesday,11,10,13,00,Kings Buildings,
PHYS08045,Modern Physics,Wednesday,09,00,10,50,Kings Buildings,
PHYS08045,Modern Physics,Thursday,09,00,09,50,No Location Data Available,
PHYS08045,Modern Physics,Monday,09,00,09,50,No Location Data Available,
PHYS08045,Modern Physics,Monday,10,00,12,00,Kings Buildings,
PHYS10028,Condensed Matter Physics,Monday,09,00,09,50,Kings Buildings,
PHYS10028,Condensed Matter Physics,Tuesday,16,10,17,00,Kings Buildings,
PHYS10028,Condensed Matter Physics,Thursday,09,00,09,50,No Location Data Available,
PHYS10028,Condensed Matter Physics,Monday,09,00,09,50,No Location Data Available,
PHYS10028,Condensed Matter Physics,Tuesday,16,10,17,00,Kings Buildings,
PHYS10028,Condensed Matter Physics,Thursday,09,00,09,50,Kings Buildings,
SCIL07001,Statistical Literacy,Thursday,13,10,14,00,No Location Data Available,
SCIL07001,Statistical Literacy,Tuesday,13,10,14,00,No Location Data Available,
PHIL10005,Philosophy of Language,Thursday,14,10,16,00,No Location Data Available,
PHIL10005,Philosophy of Language,Thursday,14,10,16,00,No Location Data Available,
BILG09008,Plant Physiology 3,Monday,14,00,17,00,No Location Data Available,
BILG09008,Plant Physiology 3,Monday,13,10,13,50,Kings Buildings,
BILG09008,Plant Physiology 3,Thursday,13,10,13,50,Kings Buildings,
BILG09008,Plant Physiology 3,Thursday,14,00,17,00,No Location Data Available,
INFR10008,Computational Complexity,Monday,15,00,15,50,Central,
INFR10008,Computational Complexity,Thursday,15,00,15,50,Central,
SSPS10013,Scotland: Society and Politics (vs1),Thursday,11,10,12,00,No Location Data Available,
SSPS10013,Scotland: Society and Politics (vs1),Monday,11,10,12,00,No Location Data Available,
CIVE11023,Fire Dynamics Laboratory 5,Tuesday,14,00,17,00,Kings Buildings,
CIVE11023,Fire Dynamics Laboratory 5,Monday,09,00,13,00,Kings Buildings,
CIVE11023,Fire Dynamics Laboratory 5,Wednesday,10,00,10,50,No Location Data Available,
CIVE11023,Fire Dynamics Laboratory 5,Thursday,09,00,13,00,Kings Buildings,
CIVE11023,Fire Dynamics Laboratory 5,Friday,09,00,13,00,Kings Buildings,
CIVE11023,Fire Dynamics Laboratory 5,Tuesday,14,00,17,00,No Location Data Available,
CIVE11023,Fire Dynamics Laboratory 5,Friday,09,00,13,00,No Location Data Available,
CIVE11023,Fire Dynamics Laboratory 5,Thursday,09,00,13,00,No Location Data Available,
CIVE11023,Fire Dynamics Laboratory 5,Monday,09,00,13,00,No Location Data Available,
SCAN08002,Social Anthropology 1B: The Practice of Social Anthropology,Thursday,16,10,17,00,Central,
SCAN08002,Social Anthropology 1B: The Practice of Social Anthropology,Monday,16,10,17,00,Central,
CIVE08019,Soil Mechanics 2,Wednesday,09,00,10,50,Kings Buildings,
CIVE08019,Soil Mechanics 2,Friday,14,00,17,00,Kings Buildings,
CIVE08019,Soil Mechanics 2,Thursday,10,00,10,50,Kings Buildings,
CHEM09011,Chemistry 3B (VS2),Monday,09,00,12,00,Kings Buildings,
CHEM09011,Chemistry 3B (VS2),Thursday,09,00,12,00,Kings Buildings,
CHEM09011,Chemistry 3B (VS2),Wednesday,09,00,09,50,Kings Buildings,
ELEE10023,Digital Systems Laboratory,Thursday,09,00,12,00,No Location Data Available,
ELEE10023,Digital Systems Laboratory,Tuesday,09,00,12,00,No Location Data Available,
GREE10014,Early Greek Philosophy,Thursday,14,00,14,50,No Location Data Available,
GREE10014,Early Greek Philosophy,Thursday,14,00,14,50,No Location Data Available,
GREE10014,Early Greek Philosophy,Tuesday,14,00,14,50,No Location Data Available,
GREE10014,Early Greek Philosophy,Tuesday,14,00,14,50,No Location Data Available,
ENAI07001,Academic English for International Students 1,Tuesday,11,10,13,00,Central,
ENAI07001,Academic English for International Students 1,Thursday,11,10,13,00,Central,
ENAI07001,Academic English for International Students 1,Monday,11,10,13,00,Central,
MUSI10013,History of Instruments,Monday,13,10,14,50,Central,
MUSI10013,History of Instruments,Monday,13,10,14,50,Central,
MATH10025,Algebraic Coding Theory,Monday,11,10,12,00,No Location Data Available,
MATH10025,Algebraic Coding Theory,Wednesday,13,10,14,00,No Location Data Available,
MATH10025,Algebraic Coding Theory,Thursday,11,10,12,00,No Location Data Available,
INFR10013,Embedded Software,Monday,12,10,13,00,No Location Data Available,
INFR10013,Embedded Software,Thursday,12,10,13,00,No Location Data Available,
CIVE10007,Water Resources Engineering 4,Wednesday,09,00,09,50,No Location Data Available,
CIVE10007,Water Resources Engineering 4,Tuesday,09,00,10,50,No Location Data Available,
LASC10056,Global Englishes,Tuesday,15,10,17,00,No Location Data Available,
LASC10056,Global Englishes,Thursday,15,10,16,00,No Location Data Available,
PHIL10049,Ancient Theories of Existence,Friday,11,10,13,00,No Location Data Available,
PHIL10049,Ancient Theories of Existence,Friday,11,10,13,00,No Location Data Available,
ARDE10002,Technology & Environment 3,Tuesday,09,00,10,50,No Location Data Available,
ARDE10002,Technology & Environment 3,Wednesday,09,00,09,50,No Location Data Available,
CIVE09013,Construction Management 3,Thursday,16,10,17,00,No Location Data Available,
CIVE09013,Construction Management 3,Thursday,14,00,15,50,No Location Data Available,
LAWS08128,Scottish Legal System,Friday,10,00,10,50,No Location Data Available,
LAWS08128,Scottish Legal System,Monday,10,00,10,50,No Location Data Available,
LAWS08128,Scottish Legal System,Wednesday,10,00,10,50,No Location Data Available,
LAWS08128,Scottish Legal System,Wednesday,10,00,10,50,No Location Data Available,
LAWS08128,Scottish Legal System,Monday,10,00,10,50,No Location Data Available,
SCHI10012,Chivalry Warfare and Society in Medieval Scotland,Wednesday,11,10,13,00,No Location Data Available,
SCHI10012,Chivalry Warfare and Society in Medieval Scotland,Wednesday,11,10,13,00,No Location Data Available,
PHIL10116,History of Analytic Philosophy,Friday,09,00,10,50,No Location Data Available,
PHIL10116,History of Analytic Philosophy,Friday,09,00,10,50,No Location Data Available,
INFR10002,Advanced Databases (Level 10),Monday,11,10,12,00,Central,
INFR10002,Advanced Databases (Level 10),Thursday,11,10,12,00,Central,
MATH10046,Hilbert Spaces,Friday,14,10,15,00,Kings Buildings,
MATH10046,Hilbert Spaces,Tuesday,14,10,15,00,Kings Buildings,
MATH10046,Hilbert Spaces,Wednesday,11,10,12,00,No Location Data Available,
ELCS07004,Intermediate Danish Language,Thursday,11,10,13,00,No Location Data Available,
ELCS07004,Intermediate Danish Language,Tuesday,13,10,14,50,No Location Data Available,
CIVE09017,Behaviour and Design of Structures 3,Monday,15,00,17,00,Kings Buildings,
CIVE09017,Behaviour and Design of Structures 3,Friday,14,00,17,00,Kings Buildings,
CIVE09017,Behaviour and Design of Structures 3,Monday,14,00,14,50,Kings Buildings,
IMES08007,Persian 2,Thursday,11,10,12,00,Central,
IMES08007,Persian 2,Friday,11,10,12,00,Central,
IMES08007,Persian 2,Monday,11,10,12,00,Central,
IMES08007,Persian 2,Tuesday,11,10,12,00,Central,
MATH10019,Pure & Applied Analysis (VS1),Friday,12,10,13,00,Kings Buildings,
MATH10019,Pure & Applied Analysis (VS1),Tuesday,12,10,13,00,Kings Buildings,
MATH10019,Pure & Applied Analysis (VS1),Tuesday,13,10,13,50,Kings Buildings,
MATH10019,Pure & Applied Analysis (VS1),Tuesday,09,00,09,50,Kings Buildings,
BUST08009,International Business and the Multinational Enterprise 2B,Wednesday,11,10,12,00,Central,
BUST08009,International Business and the Multinational Enterprise 2B,Friday,11,10,12,00,Central,
PHYS08026,Computer Simulation,Tuesday,14,10,17,00,Kings Buildings,
PHYS08026,Computer Simulation,Thursday,14,10,17,00,Kings Buildings,
PHYS08026,Computer Simulation,Tuesday,12,10,13,00,Kings Buildings,
MATH09014,Differential Equations (VS1),Thursday,12,10,13,00,No Location Data Available,
MATH09014,Differential Equations (VS1),Monday,09,00,09,50,Kings Buildings,
MATH09014,Differential Equations (VS1),Monday,13,10,13,50,Kings Buildings,
MATH09014,Differential Equations (VS1),Monday,12,10,13,00,Kings Buildings,
ECNM08006,Economics 2,Wednesday,10,00,10,50,Central,
ECNM08006,Economics 2,Friday,10,00,10,50,Central,
ECNM08006,Economics 2,Tuesday,10,00,10,50,Central,
INFR09031,Logic Programming,Monday,15,00,15,50,Central,
INFR09031,Logic Programming,Thursday,15,00,15,50,Central,
INFR09031,Logic Programming,Monday,15,00,15,50,Central,
INFR09031,Logic Programming,Thursday,15,00,15,50,Central,
GEGR08002,Geomorphology,Wednesday,10,00,10,50,Central,
GEGR08002,Geomorphology,Monday,12,10,13,00,Central,
GEGR08002,Geomorphology,Wednesday,12,10,13,00,Central,
GEGR08002,Geomorphology,Tuesday,09,00,09,50,Central,
GEGR08002,Geomorphology,Tuesday,10,00,10,50,Central,
GEGR08002,Geomorphology,Tuesday,11,10,12,00,Central,
GEGR08002,Geomorphology,Wednesday,09,00,09,50,Central,
GEGR08002,Geomorphology,Thursday,09,00,09,50,Central,
GEGR08002,Geomorphology,Thursday,10,00,10,50,Central,
GEGR08002,Geomorphology,Thursday,11,10,12,00,Central,
GEGR08002,Geomorphology,Tuesday,12,10,13,00,Central,
GEGR08002,Geomorphology,Tuesday,09,00,10,50,Central,
GEGR08002,Geomorphology,Wednesday,10,00,12,00,Central,
GEGR08002,Geomorphology,Thursday,11,10,13,00,Central,
MSBM09001,Clinical Biochemistry and Endocrinology 3,Thursday,09,00,13,00,Central,
MSBM09001,Clinical Biochemistry and Endocrinology 3,Monday,09,00,13,00,Central,
INFR10007,Communication and Concurrency,Monday,14,00,14,50,No Location Data Available,
INFR10007,Communication and Concurrency,Thursday,14,00,14,50,No Location Data Available,
INFR10007,Communication and Concurrency,Thursday,14,00,14,50,Central,
INFR10007,Communication and Concurrency,Monday,14,00,14,50,Central,
ACCN10008,Advanced Financial Accounting,Friday,14,10,16,00,Central,
ACCN10008,Advanced Financial Accounting,Friday,14,10,16,00,Central,
EASC09037,Sedimentology,Wednesday,10,00,12,00,Kings Buildings,
EASC09037,Sedimentology,Wednesday,09,00,09,50,Kings Buildings,
ACCN08010,Accountancy 2B,Tuesday,09,00,09,50,Central,
ACCN08010,Accountancy 2B,Thursday,09,00,09,50,Central,
ACCN08010,Accountancy 2B,Monday,09,00,09,50,Central,
MATH11053,Introduction to Lie Groups,Thursday,10,00,10,50,No Location Data Available,
MATH11053,Introduction to Lie Groups,Monday,10,00,10,50,No Location Data Available,
MATH11053,Introduction to Lie Groups,Wednesday,09,00,09,50,No Location Data Available,
LAWS08118,Revenue Law,Monday,11,10,12,00,No Location Data Available,
LAWS08118,Revenue Law,Thursday,11,10,12,00,No Location Data Available,
ELCG10020,German 3 Language,Thursday,11,10,12,00,Central,
ELCG10020,German 3 Language,Wednesday,11,10,12,00,Central,
ELCG10020,German 3 Language,Wednesday,09,00,09,50,Central,
ELCG10020,German 3 Language,Monday,10,00,10,50,Central,
ELCG10020,German 3 Language,Thursday,09,00,09,50,Central,
ELCG10020,German 3 Language,Tuesday,09,00,09,50,Central,
ELCG10020,German 3 Language,Friday,09,00,09,50,Central,
ELCG10020,German 3 Language,Wednesday,10,00,10,50,Central,
ELCG10020,German 3 Language,Monday,11,10,12,00,Central,
ELCG10020,German 3 Language,Thursday,12,10,13,00,Central,
CELT08013,Celtic Literature 2B,Tuesday,10,00,10,50,Central,
CELT08013,Celtic Literature 2B,Monday,10,00,10,50,Central,
CELT08013,Celtic Literature 2B,Thursday,10,00,10,50,No Location Data Available,
CELT08013,Celtic Literature 2B,Friday,10,00,10,50,No Location Data Available,
GEGR08001,Environmental Sensitivity and Change,Friday,10,00,10,50,Central,
GEGR08001,Environmental Sensitivity and Change,Friday,09,00,09,50,Central,
GEGR08001,Environmental Sensitivity and Change,Thursday,12,10,13,00,Central,
GEGR08001,Environmental Sensitivity and Change,Thursday,11,10,12,00,Central,
GEGR08001,Environmental Sensitivity and Change,Thursday,10,00,10,50,Central,
GEGR08001,Environmental Sensitivity and Change,Wednesday,12,10,13,00,Central,
GEGR08001,Environmental Sensitivity and Change,Wednesday,09,00,09,50,Central,
GEGR08001,Environmental Sensitivity and Change,Tuesday,11,10,12,00,Central,
GEGR08001,Environmental Sensitivity and Change,Tuesday,10,00,10,50,Central,
GEGR08001,Environmental Sensitivity and Change,Tuesday,09,00,09,50,Central,
GEGR08001,Environmental Sensitivity and Change,Monday,12,10,13,00,Central,
GEGR08001,Environmental Sensitivity and Change,Thursday,09,00,09,50,Central,
SAST08002,South Asian Studies 2B,Wednesday,10,00,10,50,Central,
SAST08002,South Asian Studies 2B,Monday,10,00,10,50,Central,
BIME09003,Pharmacology 3,Thursday,13,30,15,30,MED+VET,
BIME09003,Pharmacology 3,Monday,13,10,13,50,MED+VET,
EDUA10070,Technology Teaching 3,Wednesday,09,00,13,00,Central,
EDUA10070,Technology Teaching 3,Thursday,09,00,13,00,Central,
MATH08061,Mathematics for Science and Engineering 1b,Tuesday,12,10,13,00,No Location Data Available,
MATH08061,Mathematics for Science and Engineering 1b,Monday,12,10,13,00,No Location Data Available,
MATH08061,Mathematics for Science and Engineering 1b,Thursday,12,10,13,00,No Location Data Available,
NUST08013,Evidence and Research: Avenues of Inquiry,Monday,09,00,09,50,No Location Data Available,
NUST08013,Evidence and Research: Avenues of Inquiry,Thursday,12,10,13,00,Central,
NUST08013,Evidence and Research: Avenues of Inquiry,Tuesday,12,10,13,00,Central,
ELCH08001,Spanish 1A,Monday,11,10,12,00,Central,
ELCH08001,Spanish 1A,Tuesday,11,10,12,00,Central,
INFR10041,Automated Reasoning (Level 10),Monday,16,10,17,00,No Location Data Available,
INFR10041,Automated Reasoning (Level 10),Thursday,16,10,17,00,Central,
INFR10041,Automated Reasoning (Level 10),Monday,16,10,17,00,Central,
INFR10041,Automated Reasoning (Level 10),Thursday,16,10,17,00,No Location Data Available,
ELCG08002,German 1B,Monday,11,10,12,00,Central,
ELCG08002,German 1B,Monday,14,00,14,50,Central,
ELCG08002,German 1B,Monday,12,10,13,00,Central,
ELCG08002,German 1B,Tuesday,10,00,10,50,Central,
ELCG08002,German 1B,Tuesday,11,10,12,00,Central,
ELCG08002,German 1B,Tuesday,12,10,13,00,Central,
ELCG08002,German 1B,Wednesday,10,00,10,50,Central,
ELCG08002,German 1B,Thursday,12,10,13,00,Central,
ELCG08002,German 1B,Monday,10,00,10,50,Central,
ELCG08002,German 1B,Tuesday,11,10,12,00,Central,
ELCG08002,German 1B,Wednesday,11,10,12,00,Central,
ELCG08002,German 1B,Thursday,11,10,12,00,Central,
ELCG08002,German 1B,Thursday,14,00,14,50,No Location Data Available,
ELCG08002,German 1B,Tuesday,12,10,13,00,Central,
ELCG08002,German 1B,Thursday,10,00,10,50,Central,
ELCG08002,German 1B,Thursday,15,00,15,50,Central,
ELCG08002,German 1B,Friday,10,00,10,50,Central,
LAWS08124,Law in Context,Monday,10,00,10,50,No Location Data Available,
LAWS08124,Law in Context,Wednesday,10,00,10,50,No Location Data Available,
INFR10039,Computer Animation & Visualisation (Level 10),Tuesday,16,10,17,00,Central,
INFR10039,Computer Animation & Visualisation (Level 10),Friday,16,10,17,00,Central,
ENLI10326,Queering Fictions in the Twentieth Century,Tuesday,09,00,10,50,Central,
ENLI10326,Queering Fictions in the Twentieth Century,Tuesday,11,10,13,00,Central,
MECE10002,Dynamics 4,Tuesday,09,00,09,50,Kings Buildings,
MECE10002,Dynamics 4,Tuesday,10,00,10,50,Kings Buildings,
MECE10002,Dynamics 4,Wednesday,11,10,12,00,No Location Data Available,
ELEE11050,Electronic/Electrical Engineering System Design 5,Thursday,09,00,13,00,No Location Data Available,
ELEE11050,Electronic/Electrical Engineering System Design 5,Monday,14,10,17,00,No Location Data Available,
SCEE08003,Fluid Mechanics 2,Tuesday,14,00,17,00,Kings Buildings,
SCEE08003,Fluid Mechanics 2,Thursday,11,10,12,00,Kings Buildings,
SCEE08003,Fluid Mechanics 2,Monday,11,10,12,00,Kings Buildings,
SCEE08003,Fluid Mechanics 2,Friday,14,00,17,00,Kings Buildings,
SCEE08003,Fluid Mechanics 2,Monday,14,00,17,00,Kings Buildings,
SCEE08003,Fluid Mechanics 2,Thursday,14,00,17,00,Kings Buildings,
SCEE08003,Fluid Mechanics 2,Friday,11,10,12,00,Kings Buildings,
SCEE08003,Fluid Mechanics 2,Friday,10,00,10,50,Kings Buildings,
SCEE08003,Fluid Mechanics 2,Thursday,14,00,17,00,Kings Buildings,
CHEM11023,Properties and Reactions of Matter Level 11,Tuesday,14,00,14,50,No Location Data Available,
CHEM11023,Properties and Reactions of Matter Level 11,Thursday,14,00,14,50,No Location Data Available,
CHEM11023,Properties and Reactions of Matter Level 11,Friday,14,00,14,50,No Location Data Available,
CHEM11023,Properties and Reactions of Matter Level 11,Friday,14,00,14,50,Kings Buildings,
CHEM11023,Properties and Reactions of Matter Level 11,Thursday,14,00,14,50,Kings Buildings,
CHEM11023,Properties and Reactions of Matter Level 11,Monday,14,00,14,50,Kings Buildings,
CELT08016,Gaelic 1A (VS1),Friday,11,10,12,00,OTHER,
CELT08016,Gaelic 1A (VS1),Wednesday,11,10,12,00,OTHER,
CELT08016,Gaelic 1A (VS1),Monday,11,10,12,00,OTHER,
CELT08016,Gaelic 1A (VS1),Thursday,11,10,12,00,OTHER,
CELT08016,Gaelic 1A (VS1),Tuesday,11,10,12,00,OTHER,
LASC10005,Modern English Phonology 1,Wednesday,11,10,12,00,No Location Data Available,
LASC10005,Modern English Phonology 1,Thursday,11,10,13,00,No Location Data Available,
ARHI08001,Architectural History 1A: From Antiquity to Enlightenment,Thursday,16,10,17,00,Central,
ARHI08001,Architectural History 1A: From Antiquity to Enlightenment,Monday,16,10,17,00,Central,
ARHI08001,Architectural History 1A: From Antiquity to Enlightenment,Tuesday,16,10,17,00,Central,
EASC10049,Environmental Problems and Issues,Wednesday,09,00,12,00,No Location Data Available,
EASC10049,Environmental Problems and Issues,Tuesday,14,00,17,00,No Location Data Available,
CIVE08015,Computer Tools for Civil Engineers 2,Monday,14,00,17,00,Kings Buildings,
CIVE08015,Computer Tools for Civil Engineers 2,Tuesday,10,00,10,50,No Location Data Available,
EASC09033,Fields and Waves,Friday,12,10,13,00,No Location Data Available,
EASC09033,Fields and Waves,Wednesday,12,10,13,00,No Location Data Available,
MUSI10062,Algorithmic Composition and Signal Processing,Tuesday,16,10,18,00,No Location Data Available,
MUSI10062,Algorithmic Composition and Signal Processing,Tuesday,16,10,18,00,Central,
BILG08015,Molecules Genes and Cells 1,Thursday,10,00,12,00,Kings Buildings,
BILG08015,Molecules Genes and Cells 1,Thursday,09,00,09,50,Kings Buildings,
BILG08015,Molecules Genes and Cells 1,Tuesday,09,00,09,50,Kings Buildings,
BILG08015,Molecules Genes and Cells 1,Friday,12,10,13,00,Kings Buildings,
BILG08015,Molecules Genes and Cells 1,Tuesday,12,10,13,00,Kings Buildings,
BILG08015,Molecules Genes and Cells 1,Friday,10,00,12,00,Kings Buildings,
ECSC09002,Natural Resource Management,Monday,14,00,17,00,Kings Buildings,
ECSC09002,Natural Resource Management,Thursday,14,00,17,00,Kings Buildings,
LAWS08125,European Union Law (Ordinary) A,Thursday,10,00,10,50,No Location Data Available,
LAWS08125,European Union Law (Ordinary) A,Tuesday,10,00,10,50,No Location Data Available,
LASC10078,The Sociolinguistics of Bilingualism,Wednesday,12,10,13,00,No Location Data Available,
LASC10078,The Sociolinguistics of Bilingualism,Thursday,12,10,13,00,No Location Data Available,
LASC10078,The Sociolinguistics of Bilingualism,Monday,12,10,13,00,No Location Data Available,
CHEE08011,Computational Methods for Chemical Engineers 2,Wednesday,10,00,10,50,Kings Buildings,
CHEE08011,Computational Methods for Chemical Engineers 2,Friday,10,00,10,50,Kings Buildings,
CHEE08011,Computational Methods for Chemical Engineers 2,Friday,14,00,17,00,Kings Buildings,
CIVE08018,Engineering Geology 2,Monday,09,00,10,50,Kings Buildings,
CIVE08018,Engineering Geology 2,Tuesday,10,00,10,50,Kings Buildings,
EDUA08053,Education 1B: Teaching Learning and the Social Context of Education,Friday,10,00,12,00,Central,
EDUA08053,Education 1B: Teaching Learning and the Social Context of Education,Friday,09,00,09,50,Central,
EDUA08053,Education 1B: Teaching Learning and the Social Context of Education,Thursday,10,00,10,50,Central,
EDUA08053,Education 1B: Teaching Learning and the Social Context of Education,Tuesday,09,00,09,50,Central,
EDUA08053,Education 1B: Teaching Learning and the Social Context of Education,Friday,12,10,13,00,Central,
EASC08019,Global Tectonics and Sedimentology,Friday,14,00,17,00,Kings Buildings,
EASC08019,Global Tectonics and Sedimentology,Thursday,14,00,17,00,Kings Buildings,
EASC08019,Global Tectonics and Sedimentology,Thursday,12,10,13,00,No Location Data Available,
EASC08019,Global Tectonics and Sedimentology,Tuesday,11,10,13,00,Kings Buildings,
EASC08019,Global Tectonics and Sedimentology,Monday,15,00,17,00,Kings Buildings,
EASC08019,Global Tectonics and Sedimentology,Monday,14,00,14,50,No Location Data Available,
SPRT08002,Sport Science 1A,Friday,15,00,15,50,Central,
SPRT08002,Sport Science 1A,Thursday,16,10,17,00,Central,
SPRT08002,Sport Science 1A,Tuesday,15,00,15,50,Central,
SPRT08002,Sport Science 1A,Friday,16,10,17,00,Central,
SPRT08002,Sport Science 1A,Tuesday,16,10,17,00,Central,
SPRT08002,Sport Science 1A,Monday,16,10,17,00,Central,
ENLI08009,English Literature 1 (VS2),Thursday,13,10,13,50,Central,
ENLI08009,English Literature 1 (VS2),Tuesday,12,10,13,00,Central,
ENLI08009,English Literature 1 (VS2),Friday,13,10,13,50,Central,
PSYL10018,Critical Social Psychology,Monday,14,10,16,00,Central,
PSYL10018,Critical Social Psychology,Monday,14,10,16,00,Central,
BILG09015,Structures and Functions of Proteins 3,Monday,09,00,09,50,Kings Buildings,
BILG09015,Structures and Functions of Proteins 3,Thursday,10,00,13,00,Kings Buildings,
BILG09015,Structures and Functions of Proteins 3,Monday,10,00,10,50,Kings Buildings,
BILG09015,Structures and Functions of Proteins 3,Monday,11,10,12,00,Kings Buildings,
BILG09015,Structures and Functions of Proteins 3,Thursday,09,00,09,50,Kings Buildings,
ECNM10062,Globalisation Trade and Development,Thursday,09,00,10,50,No Location Data Available,
ECNM10062,Globalisation Trade and Development,Thursday,09,00,10,50,No Location Data Available,
HIST10337,Revolutionary Russia 1861-1921,Monday,16,10,18,00,No Location Data Available,
HIST10337,Revolutionary Russia 1861-1921,Friday,14,10,16,00,No Location Data Available,
ECSC10027,Current Issues in Ecology,Thursday,10,00,13,00,No Location Data Available,
ECSC10027,Current Issues in Ecology,Tuesday,10,00,13,00,No Location Data Available,
MUSI08033,Music 2B: Set Works,Monday,16,10,17,00,Central,
MUSI08033,Music 2B: Set Works,Thursday,16,10,17,00,Central,
MUSI09001,Computer Programming for Music Technology,Monday,14,00,14,50,No Location Data Available,
MUSI09001,Computer Programming for Music Technology,Tuesday,11,10,12,00,No Location Data Available,
MUSI09001,Computer Programming for Music Technology,Thursday,11,10,13,00,No Location Data Available,
MUSI09001,Computer Programming for Music Technology,Tuesday,11,10,13,00,No Location Data Available,
MUSI09001,Computer Programming for Music Technology,Thursday,10,00,12,00,No Location Data Available,
SCET08006,Scottish Studies 1A: Conceptualising Scotland,Tuesday,16,10,17,00,No Location Data Available,
SCET08006,Scottish Studies 1A: Conceptualising Scotland,Thursday,16,10,17,00,No Location Data Available,
SCET08006,Scottish Studies 1A: Conceptualising Scotland,Monday,16,10,17,00,Central,
MATH10059,Numerical Linear Algebra and Applications,Thursday,15,00,15,50,No Location Data Available,
MATH10059,Numerical Linear Algebra and Applications,Monday,15,00,15,50,No Location Data Available,
HIST10053,Chinas Twentieth Century Revolutions,Wednesday,09,00,10,50,No Location Data Available,
HIST10053,Chinas Twentieth Century Revolutions,Wednesday,09,00,10,50,No Location Data Available,
PHYS08036,Mathematics for Physics 2,Thursday,14,00,15,50,Kings Buildings,
PHYS08036,Mathematics for Physics 2,Thursday,09,00,10,50,Kings Buildings,
PHYS08036,Mathematics for Physics 2,Tuesday,09,00,10,50,Kings Buildings,
PHYS08036,Mathematics for Physics 2,Monday,14,10,16,00,Kings Buildings,
PHYS08036,Mathematics for Physics 2,Friday,13,10,14,00,No Location Data Available,
PHYS08036,Mathematics for Physics 2,Tuesday,13,10,14,00,No Location Data Available,
ACCN08008,Accountancy 1B,Thursday,11,10,12,00,Central,
ACCN08008,Accountancy 1B,Monday,11,10,12,00,Central,
ACCN08008,Accountancy 1B,Tuesday,11,10,12,00,Central,
ARCA10035,The Scottish Lowlands: Archaeology and Landscape before the Normans,Tuesday,12,10,13,00,No Location Data Available,
ARCA10035,The Scottish Lowlands: Archaeology and Landscape before the Normans,Friday,12,10,13,00,No Location Data Available,
MUSI08059,Maths for Music Technology II: Mathematical Applications in Acoustics and Music Technology [MFM II],Tuesday,14,00,14,50,No Location Data Available,
MUSI08059,Maths for Music Technology II: Mathematical Applications in Acoustics and Music Technology [MFM II],Wednesday,11,10,13,00,No Location Data Available,
MUSI08059,Maths for Music Technology II: Mathematical Applications in Acoustics and Music Technology [MFM II],Monday,12,10,13,00,No Location Data Available,
REST08011,Religion in Culture: Theory History and Interpretation,Monday,10,00,10,50,No Location Data Available,
REST08011,Religion in Culture: Theory History and Interpretation,Tuesday,10,00,10,50,No Location Data Available,
REST08011,Religion in Culture: Theory History and Interpretation,Thursday,10,00,10,50,No Location Data Available,
SPRT08004,Sport Science 2A,Thursday,14,00,14,50,Central,
SPRT08004,Sport Science 2A,Thursday,15,00,15,50,Central,
SPRT08004,Sport Science 2A,Monday,14,00,15,50,Central,
CLTR10003,Tragedy,Tuesday,14,00,14,50,No Location Data Available,
CLTR10003,Tragedy,Thursday,14,00,14,50,No Location Data Available,
PHIL10101,Ancient Ethics,Friday,14,10,16,00,No Location Data Available,
PHIL10101,Ancient Ethics,Friday,14,10,16,00,No Location Data Available,
CIVE10020,Structural Form Function and Design Philosophy 3,Tuesday,14,00,15,50,No Location Data Available,
CIVE10020,Structural Form Function and Design Philosophy 3,Wednesday,12,10,13,00,No Location Data Available,
BILG09009,Population and Community Ecology 3,Friday,11,10,13,00,Kings Buildings,
BILG09009,Population and Community Ecology 3,Tuesday,11,10,13,00,Kings Buildings,
